,score,description,date
211,1,"Apesar do mouse ser muito bom , forte, boa pegada, cliques bons , estou com um pouco de dificuldades de me acostumar com a movimentação dele. Já fiz diversas mudanças na configuração mas ainda continuo achando ele impreciso e se movimentando de forma estranha em alguns momentos...Vou testar um pouco mais , mas ja estou vendo de comprar outro....",18 de junho de 2021
212,2,"Utilizo o mouse para o trabalho, então utilizino no mínimo 8 horas por dia, já fazem 3 meses que comprei e ainda não precisei trocar as pilhas que vieram, isso já aconteceu de eu esquecer de desligar e acabou ficando alguns dias ligado direto. É confortável, faz um pouco de barulho com o clique, mas não me incomoda, então para mim não é um problema.",16 de dezembro de 2020
213,2,"A qualidade é incrível, comprei sem muito pretenção e fui surpreendida, responde rápido, desliza bem e é leve, além de não consumir muita pilha!",21 de novembro de 2020
214,2,"Chegou bem embalado e bem protegido. Quanto ao uso. Como vocês já sabem, a proposta desse mouse é pra tarefas do dia a dia. Mas isso não quer dizer que não vai dar pra jogar com ele. Dá pra jogar, mas uma hora ou outra você vai sentir um pequeno deley. E ele não é muito ergonômico. Mas se você tá procurando um mouse pra tarefas do dia a dia, trabalho, etc... Recomendo! Sem contar que é um ótimo custo x benefício. E quanto a durabilidade da pilha(inclusa), nunca precisei troca-las desde quando comprei o mouse a três meses atrás.🙂",8 de novembro de 2020
215,2,"O mouse é muito bom, ergonômico e confortável. O cursor tem uma sensibilidade um pouco maior do que outros mouses que já usei, mas em uma semana consegui me acostumar. Ele veio com pilha própria que está durando até hoje (comprei há aproximadamente um ano), mesmo usando todos os dias e por várias horas. Recomendo muito!",14 de fevereiro de 2021
216,2,"Acabou de chegar os produtos que encomendei na loja da amazon... Chegou antes da data prevista dentre eles está o mouse via Bluetooth já testei no notebook muito útil, tem uma resposta muito eficiente aos comandos ele é simples mas bem funcional já veio com uma pilha dentro, uma dica importante e que não prestei atenção é que... Se for comprar um mouse desse é bom comprar junto um teclado via Bluetooth também assim a dupla fica mais legal eu só comprei o mouse por enquanto. Vlw amazon",8 de fevereiro de 2021
217,0,"Depois de 4 meses de comprado não apresenta mais bom funcionamento, não rola as páginas, nem os pdfs, fica engasgando tudo, já troquei a pilha e nada. MUITO INSATISFEITA com a minha compra. Achei que seria um produto bom, e que duraria pelo menos 1 ano, afinal já tinha me decepcionado com outras marcas mais baratas. Não recomendo.",6 de novembro de 2020
218,2,"O melhor mousse para o dia a dia, super confortável, muito econômico e com respostas rápidas aos movimentos do ponteiro, não trava, muito menos treme durante o manuseio. Com relação a economia, já faz 4 meses e ainda não precisei utilizar outra pilha. Recomendo esse produto de olhos fechados, testado e aprovado.Além de ter uma entrega super rápida.",18 de março de 2021
219,2,"O mouse funciona bem, mas devido ao seu tamanha compacto ele não encaixa muito bem na minha mão, alem disso só achei que o scroll faz um barulho quando balanço o mouse....parece que tem uma peça solta.Mas o funcionamento é bom.",7 de dezembro de 2021
220,2,"Ótimo mouse para quem precisa de mobilidade sem fio para usar o computador. Atende bem as necessidades de uso no dia a dia. Não testei com jogos e programas que exigem uma precisão maior, mas para trabalho com internet e pacotes office é excelente. Ergonômico, confortável e bonito, é uma ótima opção para quem quer fugir de mouses wireless mais baratos, mas não quer pagar caro por um produto de qualidade.",14 de setembro de 2020
221,2,"Ótimo mouse, custo benefício incrível! Acredito ser o melhor mouse sem fio de entrada. Única “reclamação” que teria seria sobre seu tamanho, que quando utiliza-se por muito tempo, fico com certa incomodo no lado direito do mão, perto do dedo mindinho, mas que pela faixa de preço não tem opções maiores.",2 de outubro de 2020
222,1,"O controle do botão/roda para acesso a leitura é extremamente sensitivo. Não responde eficientemente ao comando da rotação do dedo. Pra ler uma pagina ne internet preciso mudar o cursor muito vagarosamente.Não gostei do mouse, com essas caracteristica de funcionamento. Se eu soubesse que era dessa forma que ele opera não teria comprado.",21 de julho de 2021
223,2,"Comprei pela praticidade, para o dia a dia e atende muito bem!Após a instalação que demorou um pouquinho, ele atendeu asminhas expectativas! Não usei para jogos, mas vi o pessoal comentandoque para essa finalidade é melhor pegar um mais específico!",29 de janeiro de 2021
224,2,"Produto ergonomico para mãos pequenas (minha esposa utiliza luvas tamanho pp ou 6).Super econômico, a pilha dura bastante.Precisão do mouse é ótima.",27 de junho de 2021
225,2,"É um ótimo produto, boa ergonomia, aceita várias superfícies pelo fato de não ter o laser aceso, e isso influencia bastante quando se tem pad mouse com letras brancas que refletem a luz.Não testei para jogos porque não é minha realidade, mas para a proposta dele, atende perfeitamente.",8 de março de 2021
226,2,"Muito bom! Rápido e com cliques discretos.Deveria ser um pouco mais resistente na parte supeiror por conta do preço, mas tendo em vista minha usabilidade, que se resume em tarefas da faculdade como: Excel, Word e AutoCAD, atende perfeitamente! Para usar na Smart tv é ótimo. Sim, vale o investimento!!!",23 de maio de 2021
227,2,"De maneira geral, o produto atende às expectativas. Em relação à ergonomia, é um pouco desconfortável devido o tamanho do mouse, pequeno para a minha mão, o que não o desqualifica, de maneira alguma. A sensibilidade ao movimento e robustez garantem confiança no manuseio. Muito bom!",17 de dezembro de 2021
228,2,"Eu tinha um desse modelo e estava muito satisfeita; por isso, comprei outro para minha mãe e ela gostou muito. A pilha dura muito tempo. Dá para esquecer quando foi a última vez que foi preciso trocá-la.",14 de maio de 2020
229,2,"Veio em uma embalagem simples e fácil de abrir, já de diferenciou da maioria.Ele é pequeno, mas encaixa bem na mão e tem boa resposta aos movimentos. Assim que conectei no pc, funcionou.Como estou avaliando no dia que chegou, não tenho uma avaliação de longo prazo, mas inicialmente causou uma ótima impressão.Acho que valeu a pena",27 de janeiro de 2022
230,2,"mouse leve e perfeito para quem tem mãos pequenas. recomendo apenas plugar o conector na parte anterior do CPU, pois na parte posterior é possível que haja interferências. em geral, funciona perfeitamente para o dia a dia e até mesmo para jogos, se a demanda não for grande.",29 de dezembro de 2020
231,0,"muito pequeno, mas talvez isso não seja o maior dos problemas, já que a sua sensibilidade e imprecisão (ele não segue linhas retas, tem uma tendencia estranha pra esquerda) são péssimos!! me arrependi muito com a compra! E olha q eu gosto da logitech! No mesmo dia da compra eu já larguei o mouse, vou comprar outro!",30 de dezembro de 2021
232,2,"Eu já conhecia esse mouse, mas ele está ainda melhor. É bem pequeno, mas não tive problema com isso. Muito conveniente e preciso, pelo preço, portabilidade, design, não imaginaria outra compra. Ótimo para trabalhar, levar junto com o notebook, colocar dentro de uma bolsa e em nenhum momento se preocupar com cabos.",26 de setembro de 2021
233,0,"É o segundo mouse do mesmo modelo que dá problemas em 1 ano e meio. Seria um ano de garantia, mas foram só 3 meses, comprei outra em uma loja que oferecia 3 meses mais 9 meses. Deu problemas quando se tenta mover o ponteiro em certos sites, e memso desabilitando a aceleração de hardware, a precisão, continuava a dar problemas; Não recomendo.",1 de junho de 2021
234,0,"O produto chegou fora do prazo, mas cheogu em perfeito estado de conservação. comprei pela autonomia da pilha e vou analisar pra ver se dura o tempo que fala na descrição do produto, um grande problema que encontrei no equipamento é que o apoio dele é estranho, o pulso fica doendo, coisa que não acontecia antes com outros mouses que já usei.",27 de dezembro de 2021
235,2,"Este é um mouse extremamente ergonômico, ele é preciso em seus cliques mas eu não sei se recomendaria para jogos e games. Não me arrependi até agora e recomendo! Para jogos, embora eu tenha testado em alguns jogos leves, não testei em algo mais robusto como Counter Strike ou COD Warzone, então é bom levar isso em consideração",1 de dezembro de 2020
236,2,"Comparado com mouse Dell e Microsoft não deixa nada a desejar, pela metade do preço. Material de qualidade semelhante ou superior. Achava que era como outras marcas mais frágeis e mal acabadas, mas não.",25 de fevereiro de 2022
237,2,"melhor mouse que já usei. Bem construído e longa duração da pilha que já acompanha o produto, chegando a passar de um ano. Ótimo custo benefício",5 de novembro de 2020
238,2,"O mouse é muito lindo, realmente tem um acabamento premium para essa faixa de preço, mas é importante salientar que se você deseja um mouse mais responsivo para games e tal, ele não seria a melhor opção apesar de cumprir um bom papel de ""quebra galho"". Muito confortável ao toque e acredito que será bem durável. Recomendo!!",12 de maio de 2020
239,2,"Gostei bastante do produto, design bonito e confortável. Porém pra mim que tenho as mãos grandes o mouse poderia ser um pouco maior, mas entendo que isso é uma particularidade minha. Gosto dos produtos da logitech, antes disso eu tinha um mouse com fio, sofreu quedas e pancadas e ainda funciona perfeitamente após longos anos de uso!!!",8 de março de 2021
240,2,"Perfeito! Ergonômico, preciso e suave. Comprei para uso normal. Não sei falar no âmbito de games.Chegou em 2 dias depois de postado. Muito rápido",11 de dezembro de 2020
241,2,Até o presente momento funcionando perfeitamente. Mouse bem leve. Acompanha o transmissor sem fio USB + Pilhas. Clique dos botões e rolagem da rodinha (Scroll) bem suave,17 de abril de 2021
242,1,"Comprei esse produto há exatamente 01 ano e até então ele funcionou perfeitamente, porém, ao completar 10 meses de uso o scroll dele parou de funcionar. Nunca caiu no chão, cheguei a trocar a pilha e mesmo assim não funciona mais.Sendo assim, para quem deseja algo durável não recomendo esse produto.",2 de fevereiro de 2022
243,2,"Design minimalista e led invisível. (Não fica aquela luz vermelha incômoda).Tem botão pra ligar e desligar, o que faz economizar a bateria.Também tem ótima ergonômia e precisão.O que mais me agradou foi a fluidez do mouse  sem a necessidade de um mouse pad. Posso usar um livro somente para elevar o punho ou usá-lo na mesa diretamente sem problemas.Logitech mais uma vez se mostrando uma marca de muita confiança e com um ótimo custo-benefício.",2 de setembro de 2020
244,2,"Estou gostando do mouse, mas ele não serve para quem tem a mão muito grande. Ele é preciso, bonito e economiza bateria, porém ele tem o som do click muito alto. Utiliza apenas uma pilha, o que deixa o mouse bem leve. No mais é um bom mouse, só ficou um pouco caro para um mouse com o acabamento bem simplório.",15 de junho de 2020
245,2,"Bem confortável, ergonômico e de boa qualidade. Responde bem aos movimentos e possui rápida conexão.O meu anterior não possuía slot pra alojar o receptor USB, já esse possui, estão de parabéns",4 de abril de 2020
246,1,"Eu já tenho essa linha, e particularmente gosto bastante. Mas dessa vez a embalagem não veio lacrada com cola como comumente a gente vê nos produtos da logitech. A parte de cima só estava presa por um grampo, o mouse veio sujo, com a parte de baixo toda arranhada, evidenciando que foi usada. Eu só não devolvi porque preciso demais.",6 de outubro de 2020
247,2,"O mouse é bem construído e resistente, a transmissão é bem rápida. Acho que se fosse um pouco maior e o sensor mais preciso, o mouse seria perfeito. O preço é maravilhoso considerando a qualidade do mouse. Se você está com o orçamento limitado e quer um mouse sem fio, eu recomendo esse produto pra você.",17 de setembro de 2020
248,2,"Só deixou a desejar a precisão, quando clica, por o mouse ser leve e minha mão pesada acaba arrastando um pouco pra cima as vezes, assim invalidando meu clique, as vezes me irrita mas me adaptei com isso. Ótimo mouse para quem quer começar a se aventurar em componentes sem fio.",8 de maio de 2021
249,2,"Muito bom o mouse, funciona bem... Tenho que ver a longevidade da pilha mas tirando isso é quase perfeito, poderia ser um pouco maior pela ergonomia. É bem leve, tem um lagzinho não dá pra jogar um cs casual. Mas não foi o motivo por qual comprei só se percebe quando comparado lado a lado com o meu mouse gamer.",8 de abril de 2020
250,2,"Se você tem mãos pequenas e procura um mouse somente para atividades cotidianas, esse dispositivo é perfeito. Apesar de não ter boa precisão, dá pra usar tranquilamente para formatar textos e navegar na internet.Para mim não deu muito certo por ele ser bem pequeno, mas acabei me adaptando.",18 de setembro de 2020
251,2,"Uma semana de uso e não notei nada que possa reclamar. Fácil de usar, clique responde imediatamente e é leve. Foi só conectar o adaptador USB, que vem dentro e perto da pilha, que funciona. Não tem que instalar nada. Nunca usei outro sem fio pra comparar. Quanto a duração da pilha, somente com o tempo poderei avaliar. Estou satisfeito.",2 de outubro de 2021
252,2,Cumpre muito bem sua função. É um produto de muito boa qualidade e bem fácil de manusear. A pilha dura por volta de 1 ano. Recomendo muito. Não é muito grande e nem muito pequeno.,19 de abril de 2021
253,2,"Eu já possuía um mouse sem fio da HP, que comprei há um bom tempo. Comprei esse para minha esposa usar e acabei usando mais de que ela rsO mouse é bonito, consome apenas uma pilha, se encaixa bem nas mãos e tem uma boa resposta, sem falar que a pilha dura muito, mesmo com uma utilização diária.",29 de agosto de 2021
254,2,"O mouse é muito bom. Uso pra trabalhar fora de casa há mais de 1 mês e a pilha ainda não acabou. Só atenção ao local de uso. Não aceita qualquer um. Até em papel as vezes ele tem dificuldade, por isso levo um mousepad pequeno.",20 de dezembro de 2021
255,2,"O mouse satisfaz muito bem o meu uso. Uso apenas para trabalhos e atividades da faculdade, porém o tempo é muito longo, e durante todo esse tempo não senti desconforto algum. Vale a pena.",7 de abril de 2020
256,2,"É um mouse que funciona bem, é preciso e não tenho nenhum ponto negativo neste sentido. A minha crítica é com relação ao formato, que o torna pouco ergonômico, pois não encaixa na mão.",14 de fevereiro de 2021
257,2,"Mouse muito bom, bonito, e com acabamento bacana e resistente! Gostei da maciez do clic e é muito macio quando se arrasta em diversas superfícies; nem precisa de mousepad! Como minha mão é grande e estou adaptando ao uso! Achei bem preciso, até o momento gostei demais, achei interessante não ter a luz vermelha como os demais!! A entrega foi dentro do prazo, chegou tudo, COMPENSA DEMAIS",26 de abril de 2021
258,2,O receptor não vem onde deveria na embalagem. Ele está escondido no lugar onde se coloca a pilha. Um absurdo! Fiz a devolução de um mouse e já ia fazer a de outro por esse erro da Logitech.,23 de fevereiro de 2021
259,2,"Mouse chegou ontem, mas já  tinha usado um outro desse e estou super satisfeito com a compra, chegou bem antes do previsto, já vem com pilha inclusa e é muito fácil de utilizar.Por ser mouse sem fio o.tamanho é um.pouco menor que aquele mouses gamers, mas a pegada é boa e o mouse tem um bom formato, o click é ótimo tambem.Ele é 1000 Foi, pra mim essa precisão está excelente!Pra games sei q n é o mais recomendado, mas como uso ele pro dia dia e jogo casualmente, pra mim é 5 estrelas!",18 de junho de 2020
260,2,"Achei que o produto seria ""mais ou menos"" por ter lido algumas avaliações ruins. Porém o mouse é bom, de qualidade.Ainda estou usando a pilha que veio com ele, claro sempre desligando quando não usado. Uso ele o dia todo só desligo de fato a noite.Uma compra que valeu a pena",26 de agosto de 2020
261,2,"O mouse é bem leve, mesmo com a pilha, se assemelhando ao peso de um mouse com fio. Tem boa precisão, as vezes só demora a funcionar logo após ser ligado (nos segundos iniciais), o que não me incomoda. Funciona muito bem e o preço é acessível, por isso acho que é a opção com melhor custo benefício.",19 de dezembro de 2020
262,2,"O produto chegou dentro do prazo, sem nenhuma avaria. O mouse é muito bom, se encaixou bem na minha mão, é preciso (para o que uso) e tem bom alcance. Aparenta ser resistente. Único ponto negativo é o barulho do click, que é um pouco alto e pode incomodar algumas pessoas. No mais, é um ótimo produto.",25 de novembro de 2020
263,2,já comprei 3 desde o ano passado. Ótimo preço e funcionam muito bem. Utiliza uma pilha AA o que otimiza custos também. Recomendo.,31 de março de 2020
264,2,"Eu já havia utilizado este modelo de mouse antes, então tinha ciência do seu tamanho e já estava acostumada. No entanto, não recomendo para pessoas que possuem mãos grandes, pode ficar desconfortável.Estou usando continuamente há um mês e não tive problemas no funcionamento, estou satisfeita com a compra.",10 de julho de 2021
265,2,"Recebi o produto sem nenhum tipo de problema, instalei e funciona perfeitamente. Ele é ergonômico e tem uma boa resposta aos clicks, precisão ok.Algumas pessoas podem não se acostumar ao tamanho, porque ele é pequeno, ele não toma toda a sua mão, mas para carregar na mochila junto ao notebook é perfeito.",12 de novembro de 2020
266,2,Muitos amigos me aconselharam a não comprar um mouse sem fio. No entanto resolvi adquirir este da Logitech. É excelente. Ótima sensibilidade e funciona realmente à distância: posso estar na sala que funciona! Ótimo produto.,28 de janeiro de 2021
267,2,"Sempre gostei muito dos produtos da marca Logitech, e com esse mouse não foi diferente, bem ergonômico, se encaixando perfeitamente na minha mão, e ele desliza com uma grande facilidade também.",15 de outubro de 2021
268,2,"Gosto muito dele. Tem uma certa maciez e é muito bonito. Combina com meu notebook também cinza. Porém, achei ele pequeno mas não a ponto de atrapalhar. Minha mão não é tão grande assim então acredito que uma mão grandona irá sofrer com ele.",14 de janeiro de 2021
269,1,"O mouse é bom, mas o SCROLL (a rodinha que passa a página para cima e para baixo) não funciona bem. A página fica agarrando no meio do caminho, e você precisa girar muito mais vezes para chegar no topo ou no fim da página. Não foi bug de uma página específica, pois continua acontecendo independente do site em que eu estou.",20 de outubro de 2021
270,2,"Ergonômico e quase não consome bateria. Ao ligar tomei um susto, porque o sensor ótico não apresenta o led comum em outros mouses, achei que estava com defeito, kkkk. Na descrição diz que o alcance é de 10 metros, mas acima de 6 metros ele apresenta atraso na resposta, vez ou outra.",3 de novembro de 2021
271,0,"Num primeiro momento gostei bastante do produto, até recomendei para outras pessoas. Mas com 1 ano de uso o scroll não funciona como deveria, utilizo muito a rolagem, mas ela não obedece os meus comandos. Estou decepcionada, pois gostava muito dessa marca. Verifiquei que os modelos dessa mesma marca dão o mesmo defeito.",11 de outubro de 2021
272,2,"Ergonômico, compacto, e ótimo custo benefício, já tenho ele a mais de um mês e não apresentou nenhum defeito, e é econômico com a pilha, durante o tempo ele ficou a maior parte ligado e continua funcionando perfeitamente, diferente de outros que tive que logo apresentaram defeito.",16 de junho de 2021
273,2,"Melhor custo-benefício! Para quem, assim como eu, precisa de um mouse para trabalho e atividades rotineiras, ele é o ideal, fácil de usar e economiza sua bateria com a função de liga/desliga.Detalhe que o usb (parte que deve ser acoplada no pc), encontra-se dentro do próprio mouse.Pode comprar sem titubear.",19 de outubro de 2020
274,2,"Achei bom o  custo beneficio.O mouse é para uso do dia a dia, não para jogar.Produto chegou de um dia para o outro.  Dois dias antes do previsto. Boa apresentação e muito bem embalado.",5 de fevereiro de 2022
275,2,"Não tenho nada a reclamar, para quem vai usar de longa distancia cuidado que há um limite não muito longo que obviamente eu não vou saber dizer, ACHO que são uns 4 metros. (relatos de quem já comprou e precisou usar de uma certa distancia do pc)",4 de setembro de 2020
276,2,"Tive boas recomendações do produto e atendeu todas as expectativas. Ótimo para trabalhar e de fácil instalação.Só a entrega amazon prime que foi terrível e me deixou na mão (mais de 20 dias para fazer uma entrega em SP/SP), mas foi contrabalanceado porque o atendimento e suporte foi super bom e solícito.",7 de agosto de 2020
277,2,"A mídia não pôde ser carregada.
                




   Mouse muito bom, ganhei de presente pq o meu anterior era um de fio bem velhinho para quebrar o galho mesmo. Esse novo tem uma pegada boa, minhas mãos são pequenas e não consigo me adaptar com mouse muito grande. Como meu uso é mais casual e jogo apenas games com pouco uso de mouse então para mim ele tá sendo ótimo.",17 de abril de 2021
278,2,"É bom e economiza bem a energia, é menor do que eu esperava, mas tem um design bem bonito também.Ele as vezes demora para responder/não responde ao comando do botão direito mas nada que afete muito o uso. Comprei ele di a 3 de agosto, estou tendo que trocar a pilha agora, dia 27/11,  considerando que uso bastante é um tempo ok.",11 de setembro de 2020
279,2,Eu não conhecia os produtos da Logitech. Conheci-os através de um comentário de um cliente aqui mesmo do Amazon quando fui comprar o Mouse. O produto é muito bom; a construção é de qualidade impressionante. Podem comprar sem medo.,2 de agosto de 2019
280,2,"Mouse bom e barato, atende perfeitamente o usuário pelo seu custo.  Gostei de que o laser não é visível, mas o mouse não funciona bem em vidros. Também gostaria que ele fosse um pouco maior para encaixar melhor na minha mão, mesmo eu tendo mãos pequenas. Não recomendo a compra para pessoas com mãos grandes.",28 de maio de 2020
281,2,"Mouse muito pratico e bom, ele é um pouco pequeno mas tem uma pegada legal que não incomoda, e a pilha que vem com ele é durável, dura 12 meses, to usando já faz um tempo e por enquanto ta ótimo.OBS: A velocidade do mouse não é a melhor do mercado, mas pelo valor ele é ótimo.",1 de maio de 2021
282,2,"Ótimo mouse, bateria dura muuuuito tempo, já vem com ela, tenho o mouse a quase um ano e ainda não troquei. É um mouse leve e confortável, mas não é um mouse para games, se você algo para games, procure outra coisa.",22 de dezembro de 2021
283,2,"é um mouse mediano e simples (para quem não gosta de mouses grandes ou nao quer utilizar para jogos).belo designRecomendo para web e trabalho.além disso só utiliza uma pilha e, desde que comprei, não precisei ainda trocá-la.",28 de fevereiro de 2021
284,2,"A mídia não pôde ser carregada.
                




   É muito muito bom e com preço acessível. Ja tinha comprado um por 30 reais da multilaser e é bizarro o quanto esse da logitech é muito melhor.Comprei o prata por que é 10 reais mais barato que o preto, e no fim eu ate preferi.. achei linda essa cor.",12 de janeiro de 2022
285,2,"Superou minhas expectativas. Diante de alguns comentários tive receio de comprar mas eu estou completamente satisfeita. Encaixe perfeito na mão - tenho a mão comprida-. Notei como se fossem arranhados na parte inferior, assim como informado por outro comentário, mas isso não me incomoda. Outro comentário falava sobre uma possível falta de lubrificação no rolamento, mas não acho que o barulhinho que faz seja isso, acredito que seja do padrão dele mesmo. Tem um bom ""click"".",8 de agosto de 2020
286,2,"Adorei o mouse, ele é bastante confortável, no entanto talvez seja pequeno para mãos grandes. O pareamento com o PC leva dois segundos. Achei a sua precisão bastante agradável, recomendo demais para o uso de atividades do dia a dia.",6 de março de 2021
287,2,Excelente! Comprei outro junto com teclado!! Recomendo! Não trava e é macio e rápido! Muito bom!! Parabéns Logitec e Amazon pela entrega sempre rápida!!,6 de outubro de 2020
288,2,"Estou gostando, conecta rapidamente, encaixa muito bem na mão mesmo minha mão sendo bem pequena, o barulho do clique é um pouco irritante mas você acostuma",18 de agosto de 2021
289,2,"Gosto muito desse mouse , minha avó tem um .O homem da loja disse que a bateria só durava 1 ano !Porém já faz 2 anos e não teve nenhum problema!Comprei um pc, então comprei esse mouse sem pensar !",22 de junho de 2021
290,2,"Os mouses da Logitech são ótimos; costumam ter uma boa ergonomia e atender aos usos normais de escritório/trabalho/estudo. Entretanto, pareceu-me levemente impreciso, não sei se por culpa minha ou pelo apoio sobre o qual o utilizo.",12 de agosto de 2020
291,2,"Nao uso para jogos mas para meu trabalho, vai alem das necessidades. E é muito economico na questao de energia.Excelente produto.",10 de fevereiro de 2022
292,2,"É confortável se não quiser passar mais de 6h por dia no computador, depois desse período dá pra aguentar mas não é ótimo. Fora isso, ele é muito preciso e tem uma resposta rápida, além de funcionar em praticamente qualquer superfície fora vidro. Gostei muito.",20 de novembro de 2020
293,2,"Não usa o tradicional LED vermelho, usa um laser infravermelho invisível então parece que o mouse está sempre desligado. É possível utilizar em mais superfícies.Poderia ser ainda melhor se desligasse automaticamente, tem uma chave manual ON/OFF.",20 de maio de 2020
294,2,"Mouse executivo, sem muitas funções especiais. A responsividade é boa mas pra quem está acostumado a um dpi alto vai sentir bastante a diferença. Pra jogos quebra um galho mas realmente é um mouse voltado pro público executivo mesmo, pro qual cumpre bem sua proposta",21 de abril de 2021
295,2,Já tinha dois desses e acabei comprando mais um pro ensino remoto. Tenho um mouse dessa marca há 5 anos e funciona perfeitamente. Só troco a pilha a cada 1 ano e meio. Ele é muito econômico,19 de abril de 2021
296,0,"A funcionalidade desse mouse é abaixo do esperado, pois em apenas 6 meses de uso, o botão de rolagem dele já não funciona de forma correta.",5 de outubro de 2020
297,2,"Comprei o mouse para utilizá-lo para trabalho, não o testei para jogos e afins.  Na proposta do mouse e pelo preço, é um ótimo produto, além de se um modelo simples no designer, entrega uma mobilidade e função excelente. Por fim, a facilidade de poder guardar e levá-lo para qualquer lugar. Excelente produto!",19 de março de 2021
298,2,"ótimo produto, atende as necessidades, não possui luz abaixo do mouse e isso parece que economia sua bateria, o mouse parece que fica ligado o tempo todo, necessitando que seja desligado manualmente, é importante fazer isso pra otimizar a bateria.Os clicks são precisos e não faz barulho.",29 de abril de 2021
299,2,"Bom, o produto é para uso básico. Ele é um pouco pequeno para a mão, não é tão silencioso. Para quem está cansado de usar os dedos no notebook, eu recomendo esse mouse bem básico mas eficiente. Gostei do produto, chegou exatamente um dia antes do previsto da entrega. Chegou bem embalado também.",3 de janeiro de 2022
300,2,"É um ótimo mouse. Existe apenas uma questão que é positiva e negativa ao mesmo tempo. Ele possui um compartimento onde você pode guardar o conector USB dele. Mas, para acessa-lo é necessario abrir uma tampinha ,onde você pode trocar a pilha também,toda vez. Meu unico receio é quebra-la pelo uso normal de guardar o conector usb. É legal ter esse compartimento seguro mas me causa esse receio",20 de agosto de 2019
301,2,"Bom, mas estou substituindo pelo modelo M280.Ele é maior e a ergonomia ficou melhor.Mas, para mim que sou uma usuária normal, essa foi a diferença.",30 de maio de 2021
302,2,"O mouse sem fio logitech é bonito, leve, possui botão para liga/desliga para economizar pilha. Vem com pilha inclusa. Não é muito barulhento (para quem se incomoda...) Uso ele no iPad através de um adaptador.",6 de janeiro de 2021
303,2,"Gostei da fidelidade do mouse para com o enunciado, excelente precisão, teclas bem sensíveis, reconhece muito bem diversas superfícies, não apresentou falhas ate o momento, ainda não posso opinar sobre a duração de bateria, pois o recebi recentemente, entrega rápida.",22 de setembro de 2020
304,2,"Excelente qualidade, já estou usando tem uns dias e estou amando. A pilha dura muuuito, segundo alguns feedbacks de colegas, motivo pelo qual comprei. Tenho um que as pilhas mal duram um mês, é um saco estar trocando sempre. Adorei muito esse produto, recomendo! E sobre a entrega: veio muito bem embalado e chegou bem antes do prazo.",13 de maio de 2020
305,2,"Gostei do produto! Tudo conforme a descrição, neste primeiro momento não apresentou nenhum defetio. A cor é muito bonita. A entrega foi MUITO rápida, comprei ontem (pagamento por boleto) e hoje já chegou na minha casa!",27 de março de 2020
306,2,"A mídia não pôde ser carregada.
                




   Comprei o mouse pra usar no dia a dia da faculdade, achei o tamanho perfeito, veio super bem embalado, chegou dentro do prazo, com pilha e USB certinho. Recomendo demais, já tinha um mouse da Logitech antes e durou anos, marca ótima.",13 de fevereiro de 2022
307,2,"Apesar de ter menos de um mês de uso, o mouse correspondeu as minhas necessidades. Ja vem com pilha e tem um botão de liga/desliga embaixo. Acredito que seja pequeno para quem tem mãos grandes, pra mim foi o tamanho ideal. Apresenta bom funcionamento e boa precisão. Entrega dentro do prazo.",8 de junho de 2021
308,2,Pedido entregue dentro do prazo previsto (entrega excelente). Mouse de bom material com funcionamento excepcional. Para trabalho e ampla utilizaçao atende muito bem as expectativas. Qualidade em todos os aspectos e precisão no uso.Recomendo muito a compra. Estou bastante satisfeito com o produto.,26 de março de 2021
309,2,"Ótimo produto, estou avaliando após mais de 2 anos e 3 meses de uso contínuo e a pilha que veio nele durou mais de 1 ano, excelente qualidade e resistência, já derrubei algumas vezes e ele continua ótimo, os clickes são suaves e não faz toda aquela barulheira de outros mouses.",24 de maio de 2021
310,2,"ótimo mouse, ergonômico e ao mesmo tempo pequeno que dá pra levar até no bolso. econômico também pelo fato de não ter o led vermelho comum em mouses ópticos a bateria dura bem mais. já comprei mais um pra presentear. já uso esse mouse tem 3 meses e não troquei a bateria ainda.",23 de novembro de 2020
311,2,"Não gosto de mouse muito grande, e esse não é grande, mas tbm não é mini, tamanho e ergonomia perfeitas. Cursor preciso. Compartimento dentro do mouse com uma pilha e espaço para o transmissor. Compacto, bonito e eficiente.",10 de setembro de 2020
312,2,"É um bom mouse, melhor do que eu imaginava. Gostei da cor, bom tempo de resposta e com botões bem sensíveis, bom para clicks precisos e rápidos.",8 de abril de 2019
313,1,"Já comprei 2 mouses desse, os dois apresentaram o mesmo problema, depois de de alguns meses de uso o scroll (roda de rolagem) apresenta defeito, você roda para baixo e aleatoriamente vai para cima e vice-versa, isso irrita bastante.",14 de agosto de 2021
314,2,"Mouse de qualidade. Meu marido tem um dessa marca a mais de um ano e o desempenho é ótimo,  a pilha que acompanha dura muito. Diferente de outros mouses mais em conta que a pilha acaba rapido e sao frágeis, pois quebram na primeira queda. Por essa razão, comprei um igual e a entrega foi super rápida.",14 de junho de 2020
315,2,"Muito bom, boa precisão, boa qualidade dos materiais, eu recomendo a compra! Na minha cidade vendem uns mouses chineses que péssima qualidade pelo mesmo valor que adquiri esse (R$44,00).",20 de maio de 2020
316,2,"Pelo valor, a qualidade omaterial é razoável, mas também é de acordo com o valor mesmo. Se vocês querem um material com mais relevância aconselho o M185 logitech, é mais macio. Esse M170 é mais seco, mas mesmo assim tem suprido minhas necessidades com o notebook.",31 de dezembro de 2021
