,0
828,A mídia não pôde ser carregada.
829,"Produto muito bom, solicitei 2 e chegaram em perfeito estado, produto melhor que o esperado."
830,"Sem pontos negativos, a pilha q vem nele dura muito, tá comigo a mais de 4 meses já"
831,"Primeira vez que adquire um produto logitech, e fiquei muitooo satisfeito, com a qualidade, e com o material, sem falar do custo benefício excelente. Sem dúvidas da categoria no mercado ele é o melhor! Recomendo!"
832,"Muito bom, tempo longo de bateria e atende as necessidades básicas"
833,Funciona muito bem.
834,"É bom, porem tem um formato meio estranho, demorei acostumar, mas depois de algum tempo de uso ficou mais normal e confortável. O que vem me incomodando é a precisão dele, que para mim é muito baixa, o antigo mouse q eu tinha de fio era bem melhor."
835,"Produto chegou rápido, funciona super bem! Só é um pouco pequeno para minha mão, pois ela é muito grande"
836,"A mídia não pôde ser carregada.
                




   Eu super amei, recomendo demais."
837,"Ele é bem preciso e sensível. Poderia ser um pouco maior, pra ficar mais confortável, mas é questão de acostumar. Ótimo custo benefício."
838,Produto muito bom.
839,"Gostei bastante, atendeu as expectativas!!"
840,A entrega foi muito rápida aqui pra Manaus. Estou usando e gostando
841,Muito leve. Compacto. Estética perfeita.
842,Excelente qualidade e precisão. Ótimo custo benefício.
843,Mouse sem fio Logitech M170 é bem confortável nas mãos. Por ter o sensor óptico com luz invisível a pilha dura bastante.
844,Muito bom mouse para trabalhar ou mexer. Ponto positivo laser invisível.
845,Utilizo para notebook é excelente
846,excelente
847,Bom custo benefício
848,Bom produto
849,"Muito bom, recomendo"
850,Ótimo
851,"Super leve, preciso, ergonômico. Ótimo custo benefício!"
852,Excelente! Confortável e preciso. E a característica de ser bluetooth deixa muito prático. E um ótimo custo-benefício. Sou Prime e não paguei frete ainda por cima.
853,Muito preciso e confortável.
854,Bom
855,Excelente produto e entrega muito rapida.
856,Opção perfeita para quem busca um mouse prático e leve.
857,"Excelente produto, muito bonito.Dei para a minha mãe e ela adorou."
858,Parece ser Fágil
859,"Eu não jogo, então não sei avaliar se ele é bom para games, porém para o uso cotidiano de estudo e home office ele é ótimo."
860,Recomendo.
861,Minha esposa gostou muito do mouse.
862,"O mouse é muito bom, tem uma construção boa e é bonito. O unico problema q tenho é q tenho uma mão de macaco, então fica pouco confortável para o uso, mas isso eu já esperava, mas o mouse em si é perfeito, a cor dele combinou perfeitamente com meu MacBook."
863,"Material de ótima qualidade, chegou dentro do prazo previsto. Excelente ergonomia, vem com botão de lig/desl, o que permite economia da pilha. Recomendo !!"
864,"Qualidade excelente, ótimo custo benefício."
865,Excelente produto!
866,Ótimo produto
867,"O mouse é muito leve e tem excelente precisão. A pilha dura muuuito tempo! Pra nós foi excelente principalmente porque eu sou destra e meu esposo canhoto, então nós dois conseguimos usar o mouse confortavelmente por ser um produto ambidestro."
868,"Ótimo custo-benefício, fora que a duração de uma pilha somente, é incrivel."
869,Mousezinho top muito bom aqui estava bem mais caro que no amazon ele é de pilha única muito bom recomendo
870,Simples e eficiente.
871,"Achei bom o  custo beneficio.O mouse é para uso do dia a dia, não para jogar.Produto chegou de um dia para o outro.  Dois dias antes do previsto. Boa apresentação e muito bem embalado."
872,O produto é bom.  Uso para trabalho. Parabéns. Entregaram no tempo determinado e muito bem embalado.
873,Muito leve e permite boa posição da mão.
874,"Eu e minha namorada temos há mais de um ano e está funcionando perfeitamente. Já caiu varias vezes e não quebrou. E a pilha dura bastante, pois ainda estamos com ela ate hoje."
875,"Este é um mouse extremamente ergonômico, ele é preciso em seus cliques mas eu não sei se recomendaria para jogos e games. Não me arrependi até agora e recomendo! Para jogos, embora eu tenha testado em alguns jogos leves, não testei em algo mais robusto como Counter Strike ou COD Warzone, então é bom levar isso em consideração"
876,Mouse muito bom! Só faltou um botão para ajuste de DPI.
877,"Muito bom, mais liberdade no uso."
878,Muito bom. Recomendo
879,Produto ótimo
880,Mouse leve e eficiente.
881,Cumpre suas funcionalidades básicas
882,Trava muito. Não aguenta muita configuração.
883,É muito fofo !Vale a pena !
884,"O produto é ótimo, uso todos os dias. A precisão dele é muito boa!! Recomendo."
885,"Muito bonito, rápido e pequeno. Amei."
886,Muito bom
887,"Produto de excelente qualidade, só é um pouco pequeno mas nada que seja impecilio."
888,"Tem boa ergonomia, encaixa bem na mão. O rodar é suave e preciso. O barulho do ""clique"" é bem discreto, embora haja outras marcas e modelos ainda mais silenciosos. O destaque positivo é um compartimento dentro do próprio mouse para armazenar o receptor USB (aquela pecinha que se encaixa na porta USB para ""conversar"" com o mouse). É somente um detalhe, mas é conveniente para não se perder a peça no transporte do mouse."
889,"Vale a pena, o mouse é ótimo. Tempo de resposta muito bom"
890,Excelente produto.
891,"O mouse eh muito prático e funcional, o dispositivo USB fica guardado dentro do próprio mouse. Apesar de não ser muito ergonômico eh muito bom. funciona perfeitamente."
892,Otimo custo beneficio
893,A mídia não pôde ser carregada.
894,"Particularmente, o mouse comprado sozinho não me agradou muito não. Sensibilidade ruim, alguns legs, dificuldade em me ajustar a cliques duplos, muito pequeno, aparentemente muito frágil, etc. Entretanto, comprei um kit e esse mesmo mouse fazia parte do conjunto. Para a minha surpresa, nenhum dos problemas encontrados no mouse que foi adquirido só era encontrado no kit. Até o peso parece maior. Não sei se tirei a sorte grande com a minha unidade ou se é geral para os modelos avulsos, que não fazem parte do kit."
895,Recomendo.Excelente produto
896,otima opcao com otimo preço para ter e acompanhar um note em uma viagem.
897,"Leve, preciso e econômico (bateria). Ergonômico."
898,"Ele não tem delei, facil de usar além de tudo é bemmmm bonito, eu amei !!"
899,"Tamanho ideal, super prático. Recomendo."
900,Atendeu as necessidades e expectativas. Entrega rápida e eficaz.
901,"Modelo costuma ser bom, mas esse acredito que foi falta de sorte… durou só três meses (uso normal sem transporte, parado sempre no mesmo lugar)."
902,Ergonômico.
903,Veio na cor e formato conforme a foto do site
904,Ótimo custo benefício para um mouse sem fio. Bateria (pilha) dura bastante tempo. Cumpre o prometido
905,"Mouse muito bom, sensibilidade ótima, prático e ergonômico, vale cada centavo"
906,Muito bom! Já venho usando-se mouse desses há dois anos e agora comprei mais um para outro computador da casa. Funciona perfeitamente!
907,"Gostei, encaixou perfeitamente nas mãos. Funcional tanto para destros quanto canhotos. Clique preciso."
908,"Estou gostando muito. Ótimo custo-benefício.A instalação é fácil, tamanho padrão e resposta nos movimentos é ótima.Ótimo vendedor. Entrega rápida."
909,Ótima ergonomia
910,"Gosto muito dessa marca e só uso esse modelo há anos, mas esse produto veio com o aspecto de usado, por ter alguns arranhões na parte debaixo do mouse, como alguns outros compradores já relataram aqui."
911,"Acabamento muito bom, mouse ótimo e prático."
912,"Precisão, excelente para quem quer economizar com pilha, pois ele da a possibilidade de desligar o mouse."
913,"Simplesmente, perfeito"
914,"Confortável e de boa qualidade. Cumpre com o prometido, mouse para uso no dia a dia."
915,"Gostei da ergonomia, e que ele não possui led (aumentando significativamente a vida útil da pilha).O botão de rolagem é 100% plástico poroso, sinto que preciso colocar mais pressão no dedo para girar do que com modelo emborrachado que eu tinha anteriormente."
916,"A pilha acabou pela primeira vez em 10 meses (eu acho, foi muito tempo!). Muito bom mouse!"
917,"Bom, barato, durável, gasta pouca bateria."
918,Conforme esperado.
919,O mouse atende as expectativas pelo preço.
920,"Confortável, silencioso, bem preciso, agradável de usar e com ótimo custo/benefício. Gostei muito."
921,"Chegou super rápido, bem embalado e sem marcas de uso. Responde rápido aos comandos e é confortável. Estou satisfeita com a compra."
922,Bom produto
923,Atendeu às minhas expectativas
924,Resolveu o problema de sinal  aonde não pegava em casa .
925,recomendo a todos
926,"No meu caso, uso pata desenhos no Rinoceros e desempenha um bom papel... Para games não tenho comentários..."
927,"O scroll (botão de rolagem) falha durante o uso, praticamente não funciona e limita qualquer operação que se faça no computador! O clique do meio também é problemático, não mantem o acionamento quando é preciso arrastar algum conteúdo de programas de arquitetura como AUTOCAD!"
928,Ótimo para trabalhar
929,Chegou antes do prazo. Preciso. Design legal.. bem anatômico
930,"mouse com precisão, atendendo as expectativas e entrega super rápida"
931,Muito bom
932,"Tamanho mediano em comparado com os convencionais que possuem fio, resposta rápida de click, bonito."
933,"Produto de excelente qualidade. Bonito, ergonomico, comfortável de usar e ótima precisão."
934,"Achei ele um pouco pequeno e poderia ter um botão de voltar na lateral, mas isso é mais um gosto pessoal. O mouse é muito bom"
935,"Quebra muito o galho, principalmente pra quem tem notebook e vai levar para os lugares. Além de ser bem bonitinho"
936,bom
937,"Recomendo o produto, tem o tamanho ideal e é muito preciso."
938,"Excelente, uma pilha apenas, leve, preciso e funciona em qualquer superfície."
939,"Bom e barato. Comprei dois, um para o Macbook e outro para uma máquina Windows, tudo funcionando perfeitamente, superfácil de conectar, é  ligar e usar. Recomendo."
940,"Pelo preço vale muito a pena, muito melhor que qualquer multilaser de preço baixo, conexão estável, venho usando por 2 meses já"
941,"Rápido, ótima precisão. Qualidade superior."
942,Atende as minhas expectativas
943,Bom
944,"A entrega foi rápida, e quatro dias recebi o produto. O tamanho dele é perfeito, assim encaixa bem na mão de modo confortável. E o botão para desligar na parte inferior, é uma praticidade e tanto para mim."
945,Com estética agradável e muito preciso.Valeu a pena.Ótimo custo / benefício
946,Eu uso para edição de vídeos e ele responde muito rápido aos comandos.
947,Ótimo custo benefício!
948,Gostei muito do produto e chegou até antes do prazo previsto de entrega.
949,"Pedi dia 05/08 chegou 22/08 o produto veio via jegue ou do AliExpress só pode pela demora.Falando do mouse agora, funciona de boa!"
950,"Gostei do produto, muito bom."
951,Muito macio. Um dos melhores mouses que já usei.
952,"Muito bom, perfeito para o trabalho, até o momento."
953,Excelente e econômica opção. Boa qualidade dos materiais
954,"Comprei esse mouse depois que um outro meu estragou após um mês de uso e não me arrependi. Ele é leve, macio e vem com compartimento para guardar o leitor que você encaixa no computador. O fato de vir já com a pilha me surpreendeu positivamente."
955,"pelo preço, ele é um bom mouse para trabalhar no dia a dia."
956,"Ótimo produto,  não tenho o que reclamar"
957,"É um mouse para trabalho. Se você está pensando em adquiri-lo para jogar, esqueça! Ótimo para coisas básicas e simples."
958,"O mouse é leve e bom para uso básico, mas não recomendo para jogos."
959,Produto bem legal e chegou muito rápido.
960,Funciona bem
961,Muito bom! Gostei!!!
962,Produto leve e ergonômico.
963,"Gostei bastante do produto, principalmente da precisão e da rapidez"
964,"Amazon sempre me surpreendendo com a entrega, chegou antes do prazo.O mouse superou minhas espectativas, muuuuuuuito bom mesmo."
965,"A mídia não pôde ser carregada.
                




   Ótimo custo benefício, gostei do compartimento interno para guardar o USB ... Gostei do material da cor. Falta testar a durabilidade da pilha."
966,Mouse ótimo muito bom sem delay vale apena!.
967,"É leve, tamanho normal, da pra ser usado por ambas as mãos ."
968,Ótimo para o dia a dia
969,Produto chegou no mesmo dia e de otima qualidade. Recomendo!
970,Muito bom
971,Vale bastante a pena
972,"Mouse bom, de qualidade, rápido e preciso e com bom encaixe na mão. Recomendo!!!"
973,"Excelente  produto,  ótimo vendedor.Recomendo a todos."
974,"Produto de excelente Qualidade, entrega super rápida e eficiente."
975,"Fácil de conectar e usar, porém, ele é pequeno, tem que levar esse detalhe na hora da compra."
976,"Agora com o Home Office em alta, ter o equipamento básico de boa qualidade é crucial! Recomendo pelo preço. É inacreditavelmente bom para um valor tão baixo."
977,O produto vem de acordo com as especificações!
978,Recomendo. Ótima qualidade do produto e entrega rápida!
979,O melhor custo benefício
980,"Perfeito, muito bom. N tem nada de produto usado n."
981,Leve e bem prático! Gostei muito!
982,Foi o melhor mouse que já usei.
983,"Adorei o produto, bem anatômico, fácil de instalar e usar. Gostei bastante."
984,Atende as necessidades
985,"O mouse funciona muitíssimo bem. Coloquei uma pilha recarregável nele e está durando muito!!! Ele tem umúnico defeito. O roll dele é duro de apertar. Se você mexe com softwares de modelagem 3d, arquitetura ou photoshop etc etc vai sentir um pouco de incômodo. Mas de resto, ele realmente é o melhor em custo benefício."
986,Ótimo Mouse para trabalho.
987,Chegou dentro do prazo. Produto de alta qualidade
988,Produto bom!
989,"Um bom produto atendeu minhas expectativas, entrega pontual."
990,"Bom custo benefício, serve para o propósito (trabalho)"
991,O mouse é muito bom. O USB vem dentro dele num local exclusivo e é ótimo para guardar depois do uso para não perder.
992,Excelente produto.
993,Gostei muito do tamanho e da precisão. Com certeza é um bom custo x benefício! Recomendo.
994,"Pelos 50 reais pagos, com frete grátis.. Não tem melhor opção! Só é um pouco pequeno. Não é tão ergonômico. Mas o clicar é suave.. O scroll é muito bom... Só não recomendo pra quem gosta de mouse grande e robusto que preenche a mão toda.Mas pra quem quer algo mais portátil... Vai sem medo."
995,O produto é bem leve e tem rápida resposta
996,"Mouse muito bonito, ergonômico para trabalho no dia-a-dia, leve e funciona perfeitamente."
997,Mouse com otimo valor de custo beneficio
998,"Excelente aquisição, confortável e preciso."
999,"melhor custo beneficio para uso do dia a dia, bem ergonomico e contruido."
1000,Que mouse top!!!
1001,"Excelente custo benefício, leve ótima precisão para uso no trabalho, porém em jogos tem um delay"
1002,O melhor custo beneficio que encontrei em um mouse sem fio
1003,Entrega rapida e alta qualidade
1004,Recomendo.
1005,Super fácil prático e bonito
1006,Chegou Rápido e veio com pilha.
1007,Produto muito bom estou satisfeita.Poderia ser maior porém me atendeu bem.
1008,Qualidade do material e acabamento bem satisfatórios. Plug and play sem problemas tanto no mac quanto no windows. O único ponto de melhoria seria ele ser ligeiramente mais pesado melhoraria bastante o conforto.
1009,"Ja vem com a pilha, e ótima precisão. Parece ter uma boa durabilidade"
1010,Entrega rapida e produto otimo.
1011,Otimo
1012,Produto de ótima qualidade e preço excelente diante dos concorrentes. Entrega antes do prazo.
1013,"ergonômico e funcional, além do design ser simpatico"
1014,"Os mais baratos de outras marcas não valem a pena, aprendi na prática que esse é o melhor custo benefício"
1015,"O mouse é bem confortável, funciona muito bem e facilita muito por não ter um fio no caminho ao deslizá-lo pela mesa.Vale informar que a parte USB que conecta no Computador/Notebook se encontra dentro do mouse, ao lado da pilha. Fiquei preocupada quando não vi essa peça visível na embalagem, após abrir descobri que dentro do mouse tem um lugar que foi feito pra guardar essa peça, evitando com que ela se perca ao guardar/transportar o mouse quando não estiver em uso."
1016,"A mídia não pôde ser carregada.
                




   Gostei muito do produto. O receptor USB fica guardado dentro do mouse. Muito confortável e levinho, ótimo para transportar! Não é o ideal para jogos, mas cumpre o que promete e supre minhas necessidades diárias. Os cliques são macios e não achei muito barulhento (comparado com alguns mouses que já usei).Uma coisa que me surpreendeu foi ter um laser invisível: quanto conectei o mouse no computador, fiquei apertando os botões e esperando a luzinha vermelha acender 🤦🏻‍♀️"
1017,"Eu já conhecia o produto antes, pois usava na empresa. É ótimo, a pilha dura mais de um ano para uso direto, super ergonômico e de ótimo tamanho!"
1018,Recomendo.
1019,"Bom, o produto é para uso básico. Ele é um pouco pequeno para a mão, não é tão silencioso. Para quem está cansado de usar os dedos no notebook, eu recomendo esse mouse bem básico mas eficiente. Gostei do produto, chegou exatamente um dia antes do previsto da entrega. Chegou bem embalado também."
1020,"Esse mouse é sem erro, é satisfação garantida. Temos 3 desses aqui."
1021,"Muito bom para trabalho, não utilizei em jogos pois entendo que não é o foco do produto.Superou a expectativa!"
1022,"A mídia não pôde ser carregada.
                




   Mouse muito bom, ganhei de presente pq o meu anterior era um de fio bem velhinho para quebrar o galho mesmo. Esse novo tem uma pegada boa, minhas mãos são pequenas e não consigo me adaptar com mouse muito grande. Como meu uso é mais casual e jogo apenas games com pouco uso de mouse então para mim ele tá sendo ótimo."
1023,"Gosto muito desse mouse , minha avó tem um .O homem da loja disse que a bateria só durava 1 ano !Porém já faz 2 anos e não teve nenhum problema!Comprei um pc, então comprei esse mouse sem pensar !"
1024,Muito bom e prático
1025,"Pra escritório é excelente, pra jogos as pequenas imprecisões atrapalham um pouco. Valeu a pena a compra por 49.99"
1026,"O fato do sensor não ser no centro vai dificultar a adaptação pra quem joga, mas nada fora do padrão é um mouse com excelente custo benefício."
1027,"Rápido, preciso e ergonômico. Tenho dois, inclusive."
1028,"Já estou usando a uns 5 meses e a experiência esta ótima, nada a reclamar."
1029,"O mouse é muito lindo, realmente tem um acabamento premium para essa faixa de preço, mas é importante salientar que se você deseja um mouse mais responsivo para games e tal, ele não seria a melhor opção apesar de cumprir um bom papel de ""quebra galho"". Muito confortável ao toque e acredito que será bem durável. Recomendo!!"
1030,Precidão baixa
1031,"Péssimo, vou  comprar um da microsoft e fazer esse voar pro lixo."
1032,"Material muito bom, bela estética, preciso e compacto."
1033,"Bom mouse, quase não gasta bateria, dura muito."
1034,"Não funciona em todas as superfícies e para de responder por completo, só funciona quando quer."
1035,"Eu uso para o dia a dia, fazer trabalhos da faculdade, mexer no YouTube, redes sociais, acho um pouco divagar porém acredito que possa modificar na sensibilidade, ainda não tentei pós chegou hoje, o produto é boa qualidade."
1036,"Ótimo mouse, possui boa precisão, além de design ergonômico, responde bem aos cliques e ótimo custo benefício. Por enquanto somente boas recomendações, espero continuar assim. A entrega da Amazon ótima, rápida e produto bem embalado."
1037,"Pequeno para a mão, mas ótimo custo-benefício para um mouse sem fio."
1038,"Gostei bastante. Tamanho bom, desliza bem (não uso mousepad e dá certo), reconheceu na mesma hora que coloquei o conector. Fácil de carregar e ótimo custo-benefício."
1039,Atendeu as expectativas
1040,Excelente equipamento
1041,Produto é leve e rápido
1042,Preço.
1043,"Ótimo produto para uso diário, recomendo"
1044,"Comprei pela praticidade, para o dia a dia e atende muito bem!Após a instalação que demorou um pouquinho, ele atendeu asminhas expectativas! Não usei para jogos, mas vi o pessoal comentandoque para essa finalidade é melhor pegar um mais específico!"
1045,"A muito tempo eu estava procurando um mouse wireless na cor do meu notebook, sabendo a qualidade da marca fiz uma pesquisa e a custo benefício, qualidade e design o M170 oferece tudo isso. Estou usando a semanas o mouse e o mesmo não decepciona. Recomendo."
1046,Entrega rápida. Produto me satisfez completamente. Recomendo.
1047,"O produto acabou de chegar e como informado em outras avaliações, possui marcas na borracha embaixo como se o produto já tivesse sido utilizado, como se não fosse novo."
1048,Ótimo custo-benefício!
1049,Para quem já usa mouse grande vai estranhar muito. achei pouco razoável para o preço. No geral não recomendo. Também achei péssima a transportadora que fez a entrega!!! Mas antes os correios !
1050,Mt bom
1051,"Comprei ano passado e continua ótimo.Minha mãe utiliza e pra ela é muito bom, o da Dell quebrou com facilidade, esse ainda está bom"
1052,"PRÓS- Bateria dura muito: Eu tenho esse mouse há 11 meses, com tempo médio de uso diário superior a 10 horas e precisei trocar a pilha depois de 9 meses, tempo 3 a 4 vezes maior que outros mouses que usei.- Excelente tempo de resposta, sem delay, inclusive para jogar fps casualmente.- O sensor ótico é invisível (não tem luz embaixo).CONTRAS- Mouse pequeno (medida máxima em cada direção ~9,5cm x 6cm x 3 cm): Para quem tem mãos grandes como eu, o mouse é bastante desconfortável, principalmente se você usa durante muitas horas por dia (veja foto).-Rodinha/Scroll ruim: tem vezes que uso o scroll para descer a visualização de uma página, mas ele sobe a visualização ao invés de descer, esse bug acontece com certa frequência e parece acontecer porque o movimento da rodinha não é totalmente livre, fica dando umas garradas que as vezes parecem impulsionar o scroll na direção contrária. A rodinha passa a impressão de ser frágil e é pouco precisa (a quantidade mínima de visualização da página que é arrastada usando o scroll é grande).-Suja fácil: ele tem um design lateral de triângulos ladrilhados em alto relevo que acumula sujeira e é difícil de limpar, é preciso passar uma escova umidecida com sabão.-Barulhento: o barulho do clique é bem alto."
1053,Comprei um para o notebook pessoal e quando vi que era otimo comprei outro para o note do trabalho. Ele não tem o infravermelho e com isso a bateria dura muitíssimo mais. Recomendo.
1054,"Bastante leve, chegou no prazo, recomendo!"
1055,"Leve, resistênte e preciso."
1056,Tenho dois pontos a ressaltar
1057,"O mouse é bom, porém é um pouco pequeno e o seu peso é relativamente leve."
1058,bom
1059,"Muito bom o produto,entrega rápida Show"
1060,Gostei bastante do mouse!
1061,"Gostei do mouse de uma forma geral, bem ergonômico, encaixa bem na mão."
1062,"Produto ótimo, porém a entrega demorou muito"
1063,"Os produtos da Logitech são, historicamente, bons. Então resolvi experimentar bastante influenciado pela Letícia (que trabalha com o Valorant BR). Não me arrependo: qualidade, durabilidade, precisão e tudo isso num mouse simples até pelo valor. Sinônimo de custo - benefício! Recomendo bastante!"
1064,"Maravilhoso, preço e qualidade impecavel!"
1065,Mouse excelente!
1066,"Chegou bem antes do prazo! Funciona perfeitamente bem, gostei bastante."
1067,"melhor custo benefício possível, e a amazon está de parabens como sempre pela entrega, vuando !"
1068,"gostei bastante, as vezes parece que ele tem um click duplo, mas ele é bem leve e confortável"
1069,"Pequeno, bonito, responde rápido e preciso."
1070,É bem leve!Tem um tamanho adequado e boa resolução!
1071,"Uso diariamente nas atividades de programação do meu trabalho e meu filho nas atividades da escola. Trata-se de uma escolha de excelente custo benefício, pela ergonomia, facilidade de uso e duração da pilha. Vale cada centavo."
1072,Muito bom. Vem direitinho.
1073,Otimo
1074,"Excelente compra, pois é sem dúvidas o mouse mais barato do mercado. Custo benefício tremendo. Recomendo!"
1075,excelente qualidade!
1076,"O produto é bom, mas é bem simples. A Amazon me sugeriu a compra junto com um teclado que tem a tecnologia unifying, sendo que o este mouse NÃO possui a mesma tecnologia, demandando uma porta USB específica.Ele desliza razoavelmente bem, mas sempre mostrou pouca sensibilidade para o uso do botão da direita, requerendo mais de um clique para atender o comando.É um mouse pequeno e leve, algo que acho bom. Não testei com jogos, mas, pelo uso diário para escritório, imagino que precisaria de um mouse melhor, em se tratando de games."
1077,"Logitech nunca decepciona, melhor mouse para canhotos sem ser um absurdo de caro."
1078,Custo X benefício superou.
1079,"pequeno gigante eu diria, super recomendo pelo simples fato de nao ter aquele infravermelho horroroso"
1080,muito bom
1081,"Excelente aquisição! Preço e qualidade ótimos! Havia feito pesquisa e a marca eh referência, desde os mais simples modelos."
1082,"Na questão da funcionalidade ele é muito bom e bonito. Achei um pouco pequeno para minha mão, mas não chega a atrapalhar a usar."
1083,"Chegou no prazo, bom para jogos."
1084,atendeu as minhas necessidades
1085,"Ótimo custo beneficio, um mouse silencioso e muito resistente"
1086,"Um mouse muito ruim, sensor horrível e bastante impreciso.  Quem esta acostumado com mouse com fio e de qualidade como um logitech G203 Prodigy vai achar esse mouse horrível. Apesar da boa ergonomia o sensor é muito ruim e impreciso, prejudicando e atrapalhando a produtividade. Joguei fora esse lixo de mouse. Se comprar e pra quebrar. Um mouse de Bright é melhor que esse."
1087,"Melhor Custo x Benefício, marca conceituada e confiável. Uso a anos produtos dela. Acabamento excelente e preços justos pelo que entregam. Recomendo!"
1088,Vale o investimento
1089,"Uso para home office, muito boa compra. Gostei."
1090,"Produto sensacional, bonito e confortável."
1091,"Por vezes, deixa de responder, tem um delay muito grande"
1092,"Comprei o mouse e foi enviado um produto no lugar. Solicitei a substituição o que não deixa de ser um transtorno. O produto correto foi enviado, porém, chegou com defeito! O LED não está funcionando. Meu pai, que entende do assunto, não quis solicitar a troca de novo e ele mesmo arrumou 🤷‍♀️"
1093,"Mouse excelente e preciso. Utilizo atividades usuais do computador, assim é ótimo. No entanto, sobre jogos não posso opinar."
1094,"Mouse muito bom, tenho um igual em meu trabalho e a pilha dura muito, sem contar que esse que comprei já veio com pilha. 🐶❤️"
1095,"Produto mt bom, ótima qualidade.Custo benefício"
1096,Excelente e rápido!
1097,Bom.
1098,O sensor e o alcance é ótimo.
1099,"Equipamento bastante robusto, ja caiu varias vezes no chão e não tem um risco ou sinal de mal funcionamento. A bateria ainda é a original mesmo depois de uso intenso durante os últimos meses."
1100,"Excelente produto, ergonômico, ótimo custo benefício."
1101,"Produto excelente, comprei ele por ser menor o que eu tinha, ergonomico, cabe muito bem na mão, bom para quem tem mao pequena e passa mais de 7hrs no pc como eu. Eu não usei para games e jogos. No geral eu gostei muito."
1102,Gostei deste mouse. Está cumprindo com as especificações. Dura muito a pilha
1103,"Muito top, não requer configuração e muito fácil, pratico e ergonômico para usar."
1104,"Mouse bom. Conexão instantânea. Embaixo do mouse, possui um compartimento para trocar a pilha e também para guardar o Nanoreceptor USB (bom para não perdê-lo). Bom custo benefício! Recomendo!"
1105,"É um produto simples, econômico e com bom custo-benefício. É compacto e se sai melhor para mãos menores. Funciona bem para quem quer um mouse sem fio para uso cotidiano, navegação na internet e tarefas comuns. Logitech é referência em periféricos, e se quiser algo mais refinado para uso profissional (design, multitarefas etc.) ou jogos, ela possui ótimos produtos específicos para isso."
1106,"Ele é ótimo, tem um clique e sensor bem rápido, e bateria está nele a três meses e ainda não acabou, é sensacional, o único probleminha é que ele é meio pequeno, e quem tem uma mão maior talvez estranhe nos primeiros dias."
1107,"O produto é bom, está servindo bastante. porém, apresenta marcas de uso nas borrachas em baixo, como se não fosse novo. Essa queixa já foi descrita também em outros comentários. Tirando esse detalhe, vale a pena."
1108,Adorei!!!
1109,Recomendo!
1110,"O modelo possui boa precisão, leve, ergonômico, quanto a jogos, não testei, por isso a nota"
1111,"A mídia não pôde ser carregada.
                




   Otimo custo benefício!."
1112,"Muito bom, boa qualidade."
1113,"O mouse é extremamente barato comparado com qualidade, esse é o segundo do mesmo que compro."
1114,"Excelente produto. Bom, bonito e barato. Cumpre bem o papel. Nada a reclamar!"
1115,"Bom, mas estou substituindo pelo modelo M280.Ele é maior e a ergonomia ficou melhor.Mas, para mim que sou uma usuária normal, essa foi a diferença."
1116,"Custo beneficio bom, e atende as minhas necessidades"
1117,"Para meu uso diário é excelenteeeee, trabalho como home office e nas horas vagas uso o notebook com o mouse também, ele fica ligado 24 horas pra testar se a pilha é tudo isso que dizem, e já tem incríveis 3 meses que não compro pilha (isso pq eu tinha um mouse da DELL de 300 reais que eu apelidei de pacman das pilhas, gastava em média 4 pilhas por mês, com esse aqui da LOGITECH ESTOU NO CÉU). Não tem como descrever outro mouse melhor. Tem 3 meses que fiz a compra, ainda não precisei trocar a pilha, se durar 1 ano como o especificado eu conto aqui pra vocês.PARA JOGOS eu não achei tão bom, as vezes da um lagzinho com um pouco de delay, mas consigo jogar meu pubg normalmente sem problemas no notebook, talvez seja só uma questão de costume e modificar algumas configurações.Veio 1 pilha junto com o mouse, achei ótimo porque aí não preciso sair pra comprar KKKKK"
1118,Bom custo benefício
1119,"De forma geral, parece ser um bom produto"
1120,boa qualidade e acabamento.
1121,"O mouse atende bem as funções que se propõe. Mouse compacta, com design clean, leve e ergonomico."
1122,"atrasou um pouco, mas o produto é muito bom."
1123,"O mouse funciona em qualquer superfície, não sendo necessário utilizar o mousepad. Comprei justamente por isso e superou minhas expectativas. É bem preciso, leve e até agora não apresentou nenhum problema. Ótimo custo benefício."
1124,"produto bom, atendeu bem minhas expectativas."
1125,"Produto com excelente qualidade. Inclusive, já caiu algumas vezes no chão, e não quebrou. Desliza bem facilmente."
1126,Excelente Custo-Benefício
1127,bom.
1128,"Eu adorei o mouse, desde que chegou não largo mais"
1129,Leve e preciso. Gostei muito.
1130,"nunca tive um ""mouse"" sem fio. Este está sendo o primeiro. Até agora uma boa experiência."
1131,"Design minimalista e led invisível. (Não fica aquela luz vermelha incômoda).Tem botão pra ligar e desligar, o que faz economizar a bateria.Também tem ótima ergonômia e precisão.O que mais me agradou foi a fluidez do mouse  sem a necessidade de um mouse pad. Posso usar um livro somente para elevar o punho ou usá-lo na mesa diretamente sem problemas.Logitech mais uma vez se mostrando uma marca de muita confiança e com um ótimo custo-benefício."
1132,"Se você quer um mouse pequeno, e de fácil transporte wireless para seu note... ele serve! Contudo, peca na ergonomia, no alto som do clique e na precisão um pouco também... Não serve para games, seja lá qual for..."
1133,"O mouse funciona muito bem l, a contrução e de qualidade, ele um pouco pequeno tem que considerar isso se vai comprar"
1134,"Está servindo muito bem. Mouse leve, pro uso básico como o meu (não jogo) achei que tem boa precisão, tem botão liga/desliga e um bom alcance."
1135,"Ergonômico, botões sensíveis e muito confortável de usar."
1136,Show
